0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,74,74,76,25,25,80,30,8,120,121,121,124,125,8,30,80,73,25,74,75,25,4,0
0,26,98,99,100,103,103,104,55,32,195,196,145,148,149,32,55,104,97,99,98,99,103,26,0
0,26,202,249,249,249,249,249,249,56,220,221,221,221,222,56,249,249,249,249,226,249,249,26,0
0,26,249,249,249,202,249,249,226,226,244,226,226,226,246,226,216,216,216,216,217,218,249,26,0
0,26,249,249,249,249,249,227,226,226,244,202,249,226,246,249,249,249,249,249,226,226,249,26,0
0,26,202,249,249,249,249,249,249,249,244,226,226,248,246,249,249,249,249,249,226,249,249,26,0
0,26,226,226,216,249,249,218,249,249,244,226,226,226,246,241,249,249,249,242,226,249,249,26,0
0,26,226,226,226,249,249,226,226,226,244,226,226,226,246,249,226,249,201,226,226,226,226,26,0
0,26,202,249,226,201,226,226,249,249,244,226,226,226,246,249,226,226,249,249,249,248,249,26,0
0,26,249,249,249,249,201,226,276,276,244,224,249,226,249,249,278,278,252,249,249,249,276,26,0
0,26,249,266,241,249,226,226,226,226,244,226,226,226,224,226,226,226,252,249,249,249,226,26,0
0,26,252,249,249,226,226,226,226,249,202,226,226,240,246,226,249,249,249,249,249,249,226,26,0
0,26,278,249,226,226,226,226,226,226,202,249,226,264,246,226,278,249,249,278,249,249,226,26,0
0,26,249,252,226,226,201,226,226,226,244,226,226,226,246,226,249,249,249,201,249,249,226,26,0
0,26,227,226,226,226,226,226,249,202,244,226,226,226,246,226,226,226,226,226,226,249,202,26,0
0,26,249,249,251,226,226,226,226,226,244,265,226,226,246,249,249,249,249,249,249,249,226,26,0
0,26,241,249,249,249,249,249,240,240,244,226,226,249,224,251,249,249,241,242,249,249,240,26,0
0,26,249,249,249,249,249,249,264,264,244,226,247,248,271,225,249,249,265,266,249,249,264,26,0
0,26,249,249,249,249,249,249,249,249,244,249,271,272,246,249,249,249,249,249,249,249,249,26,0
0,25,25,74,75,74,25,25,25,227,244,245,245,245,246,251,25,25,25,75,30,75,28,28,0
0,49,49,98,99,98,49,49,103,108,268,227,278,250,270,251,49,49,49,103,99,99,49,49,0
0,0,0,0,0,0,0,0,0,0,268,269,269,269,270,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,126,126,126,126,126,0,0,0,0,0,0,0,0,0,0
