-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,-1,-1
-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1
-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1
-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1
-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1
-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1
-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1
-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1
-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1
-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1
-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1
-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1
-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1
-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1
-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1
-1,-1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
